ciphertext,index,word,plaintext
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,83,Acosta's,bdf5ec1a9f0634556aed6b12d3cb3be980c40b3e9a5527987896fd50a4c367b4
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,84,Acropolis,daf60c8809a1045101826041738405737772ff76eb794da9dee259f0d844ca7a
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,85,Acrux,75f7697c0b63ffb6d47fa01ea73430a8da41088466704aac7a5e3a34bad4825b
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,86,Acrux's,bb2a3178e0687f7947d286cbf2890849d2b99c2007de17db8f07360d65bc5177
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,87,Actaeon,9b5c803706d8bcaeba71e4b87d8916d95a336595d49e9c7ee4dcb0d9a6688713
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,88,Acton,48f388f724d77d15a57d5fb3772929b31505eb6a530b9cfb66ecf947bdc666bb
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,89,Acts,0a5c91a0ce8a9d587b9cb7ce3b7f51e368b1bc5588e88dff405362e9c1938fd3
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,90,Acuff,24ae158594ef12115beeb5faf20618abb4bf6ed2eac8faf102b919f635db0d65
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,91,Acuff's,b7aef45af1a0f4403f6eeda0e4316d0267ee85a2d9915e8fd109a02cb25a212f
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,92,Ada,07e96117d3179060d9b7f10cffd29e69861b4a9d95fd13f6558a355fab3fc354
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,93,Ada's,e9a5cb680b3ac7e1e9fb350eb3023c25ec8339ef175119b08137f4e797ffa061
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,94,Adam,6670e26fd3534533b3b4ce5ba45c33822a00b21cc40df3f56dc2c0f8c0425c4d
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,95,Adam's,730fa8c4cc660ce9a744180799c5ae85f4f8fd2fbd71486cf4346d68bb76dd3a
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,96,Adams,d7f7a2f0e1f567633f9cd736b32a8590268d6c6e56a500f285f41e05d517a3de
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,97,Adan,5aaa3afed309db2b98602310c93b81c61ca3717d160d11173671fef5b2d58824
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,98,Adan's,97d116632fe043121d7b016c2b229a718ea3a9242c64e48f3a2479b50e03fc2c
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,99,Adana,306d276d780037ddd5487cb44fe802fe8186ecaf4a2efa790e6d0dab6139f330
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,100,Adar,0b307da837f4da9366dbed060b00a1ad871fb96e9224fa9d8201aff45b1c95c4
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,101,Adar's,d35f5b8a5b648fd8d089d3e9bc4069188d9a80f363d4aa76dba760014896388e
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,102,Addams,35720f56e311d238c4105cb9d4299f9a1224688c13ba19ff16291541844e76dd
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,103,Adderley,3805d0d7bd82da81b2579ac819e25d56575b78e048f5534cf981063ef1c91096
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,104,Adderley's,514272656a7d1300b51f0b169a6d6337ffb691bdc92ef6f52842b452e681cba1
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,105,Addie,55f8eccae25f0373e6d3824268143d709cb9808ed7e0d9c2c71addf40cde903c
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,106,Addie's,8cdf888246b82d950b7916cb742e86e8a99f7bf23e95594f68162e6dbbc32bd1
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,107,Addison,c29dabaf2ff354ab14bf6e148b2c3197c6d9e091454d3b32436231ef30deca70
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,108,Adela,a9c70b62478dfbc65644beccc97c26009e7a518f85c83602786ea04d3f4a3abc
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,109,Adela's,9dbf3d7cc8c25619519f8d8592267d86805b43e3c89e3700a392cc22efd83d0f
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,110,Adelaide,1ea223c3a9905c10ebb3e481a1969eec99033fd86c2958a1cdd4cd78878eceb6
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,111,Adelaide's,46e107765b379cc769d6953b1eb5c9bbd2d0fc07a502add3a18522803c4b9d01
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,112,Adele,1318f7317621c54ea49e485c2b24f4f2c5cb76dbc7af1ab8330e8a24e59f208e
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,113,Adele's,f24d352b2144cda8fdd72d062ce006814301e57531390e518f7dea1ec356ad1a
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,114,Adeline,a4e4e279ad85ab11126978c9b845b7c22184743b2dc917bc7e85a0b2c4c2c01c
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,115,Adeline's,6ef3e113223c5f626fe241bcb1d58acb7d91c3c6f66fbd4ad898bc54add72adb
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,116,Aden,f75e04ae3f441ebaeb33ca888db7f51a60bdfae3acdba18961060520b8e73042
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,117,Aden's,4c4b0c3a34f7f2c2027d736327809c3aad360a71fce04ad10260a3f6cdb530ef
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,118,Adenauer,64d2a619c0d57def4a5d823937f28b31fd71241329bb9d7ef10e460277f873c1
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,119,Adhara,89bfadbfcf63e69b3c0e95f668b12955136e0095aefd30bd3b30271640ee9872
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,120,Adhara's,1c1f10aa8b623f2dd828bce7b67d58126a35658ac60a9a3b53fc4c10879b4e1a
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,121,Adidas,3b0c0c81ae935e5f35fecf792ced979668700504756ffb3ecca52a2ca0a1a89f
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,122,Adidas's,4bbecb6d5868f1259b6dae226b55cbbf4ea4f1ab671776986fe10cc18f0e32ee
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,123,Adirondack,e4d275cc1e29e616e6efd3be5d08bcba6a1e5e2165acf63c516aa63bd0c36997
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,124,Adirondack's,8b33b3a06dffbe7b01637da5e2d160d7960d0ce86dcf49d61abd2b95e5a1e480
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,125,Adirondacks,f63f8789b4c14e6a1823b2e63f6111a70e8dcfff33a5535f62db42edd136680f
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,126,Adirondacks's,b939697443bef3931e855782e452442876328a25fff97fd0b7ea6980ea0b49f9
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,127,Adkins,ea47e29080c924ad039f9f41d46042e841363f3aaa8ee3bc6be77a59a2a1f308
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,128,Adkins's,940c78e6b2f1bbf5abadf30e7f67b31e0d180e77e6651c96e5971660251ec2dd
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,129,Adler,17647e90757bd32591ddbab817140c4c4bc3d4b9db831ab46b58bc37db314385
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,130,Adolf,66a402de551a32866d7ccd6878bef02f68efa56df04a726cb41dc9654d10af2d
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,131,Adolf's,cc299f139bc515240c4cf884e2f77c871df2518c8adaac4f43cee54c56997c6c
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,132,Adolfo,46a2fdba5bd3724b31aa03f3c87492571944ddcf3c2bae5da76dc15d05483f99
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,133,Adolfo's,a5f3960daf900baba7e4f9cde58475cf50070d5a94cae7aaf2b7e9ad8ae0429a
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,134,Adolph,eb815f3da3ac2d55320716a3e6fc1c7e74e4bb629990a34b7ac23d8702653c3a
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,135,Adolph's,a6d4533d6982eeb122225c3da36eeb61017f12d76657253a16b4075ba2b2583b
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,136,Adonis,b94ac291025ac07db3c5aecdb6b13d8dbf0c7cdac7e82277b24c0a878710ddcf
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,137,Adonis's,01c550db7ca160327e072e8eb26179b8336b7cf603ee7ee740c9eae84cf94741
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,138,Adonises,f53d8c2ca2aa411a3a11f911294ddab2e158a2e63d7c8461b42abbcdace9328d
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,139,Adrian,51b019a2caf993b04ddcaecedef1e6f48d20aeb60eed1907d3e98fbf2fdff4ff
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,140,Adriana,c435b7df3ceece3aaf5efc4a99d96229354bc46b7b28c5e10e974e77bd07a755
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,141,Adriana's,4eb72bcabdeb13631910676ede484698ced5a3130cf461db2217436853a7e81d
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,142,Adriatic,25f5968d71ae5d38acb548e54bf535ab0a943bbd8e354fef869e7c0b86fd4306
c92b7734070205bdf6c0087a751466ec13ae15e6f1bcdd3f3a535ec0f4bbae66,143,Adriatic's,a5553b5eb2d51c48e8677b89aeb026aeda6fc7c67f71e189a624e0f5f0d0ded8
